uid;error_id;start_vid;end_vid;error_val;type;level;geom
1402132-1029690;;1402132;1029690;0;No error;4;0104000020E61000000200000001010000009E0F2ACC566462403D6EAE505A5341C001010000000255922BEB626240C865378EB35241C0
1404277-1347294;;1404277;1347294;0;No error;4;0104000020E61000000200000001010000005A83F75539E06240BC35FAE29C0441C001010000006E78301892E0624041391B3C5D0541C0
1405133-2017975;;1405133;2017975;0;No error;4;0104000020E6100000020000000101000000096A9D5D63E062400061962CDDF940C00101000000CC69053C5FE06240108B620333FA40C0
1406968-881215;;1406968;881215;0;No error;4;0104000020E6100000020000000101000000B130E9946CE96240320972AB7B8240C00101000000DAD59A9C10EA6240D96ECCFCB47640C0
1412336-1775712;207;1412336;1775712;100;Error;4;0104000020E6100000020000000101000000FAFF82EE1CE062406C7BBB25390741C0010100000062DC685B28E0624056A7B9CB340741C0
1430204-1276657;;1430204;1276657;0;No error;4;0104000020E6100000020000000101000000203537F074436240413278F3AF1641C0010100000040529F3F884162402CBAF59A1E1741C0
1407649-139084;;1407649;139084;0;No error;4;0104000020E61000000200000001010000000BF8EB046A576240BD8A8C0E488441C00101000000610CF670135862400DFAD2DB9F8441C0
1407959-1259054;;1407959;1259054;0;No error;4;0104000020E61000000200000001010000009B54D91C8C64624021246651334E41C00101000000B2BD16F41E636240ACC77DAB754D41C0
1408347-1260833;325;1408347;1260833;100;Error;4;0104000020E6100000020000000101000000EFD3A70B276562404FC87322664141C00101000000D0AEE7109D6362409F1AD423B24041C0
1535125-1410024;;1535125;1410024;0;No error;4;0104000020E61000000200000001010000006BDCF698A36A6240D574E217034541C00101000000975C209C2A6862402519DE51084741C0
1409173-2026510;;1409173;2026510;0;No error;4;0104000020E610000002000000010100000059993AD957E0624074D99E0F85C540C001010000008BC97619D9E262406BCC90CFD0BB40C0
1425020-1459905;;1425020;1459905;0;No error;4;0104000020E6100000020000000101000000D0910145D141624048B945AA392A41C00101000000FF7FF7E953416240B6D6BC4FFA2941C0
1454487-1683874;;1454487;1683874;0;No error;4;0104000020E6100000020000000101000000EAFFC12C194C62408A52E7F6370641C00101000000684DE2623B4F6240FD46E0B4850341C0
1412643-1302343;;1412643;1302343;0;No error;4;0104000020E61000000200000001010000000B3D073BAAED62403E970403637F40C0010100000080EF366F5CEF624004B97A04ED7B40C0
1419758-651475;;1419758;651475;0;No error;4;0104000020E61000000200000001010000002435A3D5FF6862405E8E0D935FC240C0010100000015788258D1736240B23C597BE9CB40C0
1412728-33359;221;1412728;33359;50;Road miss;4;0104000020E6100000020000000101000000F9927CDB02E4624047832568DDCC40C001010000005E08837CDAE36240396C1107BFCC40C0
1413487-881215;;1413487;881215;0;No error;4;0104000020E6100000020000000101000000AB7823F3C8E862401BBD7559A78340C00101000000DAD59A9C10EA6240D96ECCFCB47640C0
1413772-1623466;;1413772;1623466;0;No error;4;0104000020E61000000200000001010000001077F52AF28B6240D545651E540442C00101000000A639C31EA4936240CC4D8A45C21042C0
1415300-2005673;;1415300;2005673;0;No error;4;0104000020E610000002000000010100000037B176CAD9366240DCC5EA45A3D341C00101000000B6C079CC9B396240B47EE9A342D141C0
1415980-507284;;1415980;507284;0;No error;4;0104000020E6100000020000000101000000F14520031E6F6240441F871CB6A340C001010000006E916A8E226B6240905E1E7C72A340C0
1416817-1407959;;1416817;1407959;0;No error;4;0104000020E6100000020000000101000000058E5FD31E68624020E230E24C5241C001010000009B54D91C8C64624021246651334E41C0
1418181-1189662;;1418181;1189662;0;No error;4;0104000020E6100000020000000101000000CD7DCDCD12AD6240D070146A970D40C001010000009B070B82E2AE624012A0A696AD0F40C0
1424674-1976707;;1424674;1976707;0;No error;4;0104000020E61000000200000001010000002BB693D23DB562404D439E6EEAC341C00101000000720F536C96B36240F5882C2D7EC041C0
1418265-173542;;1418265;173542;0;No error;4;0104000020E610000002000000010100000057BB815DA8E26240B8BBBD5AA4FF40C00101000000E4F736FD19E3624077C883E3E8FE40C0
51855-48032;;51855;48032;0;No error;3;0104000020E61000000200000001010000002D3185BD3F036340666CE8667F6040C001010000002BFC74979F03634032DAF4B1CC6140C0
1419172-131367;;1419172;131367;0;No error;4;0104000020E610000002000000010100000020AE410481556240256F25E07C8A41C00101000000B1D0BD3DFE56624084F57F0EF39141C0
1419796-367286;259;1419796;367286;100;Error;4;0104000020E6100000020000000101000000CE62731F4AD662401779FE59980E41C001010000001743DE177CD5624079E4B44C2B0E41C0
1421598-1065453;;1421598;1065453;0;No error;4;0104000020E61000000200000001010000003C05AF4CEEE16240EFAEB321FFFE40C001010000000A6F6AFB32E26240191B5F20ADFF40C0
1421691-1537696;;1421691;1537696;0;No error;4;0104000020E6100000020000000101000000D9D8DB1C1D68624070CFF3A78D4941C001010000005D91F359B96A62406DB0CB4B594841C0
1422967-1599399;;1422967;1599399;0;No error;4;0104000020E61000000200000001010000009CED1BA9C85C62403FB1A94E622D41C00101000000C1BFAD60C05E62409820D912A82941C0
1423504-1287642;;1423504;1287642;0;No error;4;0104000020E6100000020000000101000000A50AEB6B0243624085059C4AAB0B41C00101000000523AA28C82416240C3ADCCA5021741C0
1427248-1739494;;1427248;1739494;0;No error;4;0104000020E6100000020000000101000000971DE21FB6966240771211FE458840C00101000000DC39837512986240E7841ACFB19040C0
1430229-1439719;;1430229;1439719;0;No error;4;0104000020E610000002000000010100000082CAF8F7193D624089B3226AA27C41C00101000000816A72E7383C62406DE525FF937A41C0
1430375-2077635;276;1430375;2077635;100;Error;4;0104000020E6100000020000000101000000FB1D2F49CA836240B183EFA254B441C001010000006EC493DDCC83624074DD4A6540B441C0
1430553-1261835;;1430553;1261835;0;No error;4;0104000020E6100000020000000101000000C3802557F15362404CF9B59A1A7D41C00101000000520DFB3D3151624009EBB58FCB7B41C0
1431865-1109721;;1431865;1109721;0;No error;4;0104000020E6100000020000000101000000B8F3B347DE98624059E02BBAF51040C0010100000047AF0628CD98624092B30B61901840C0
1433702-1195232;321;1433702;1195232;100;Error;4;0104000020E6100000020000000101000000365DAA2DD0306340826ED4AF19813CC001010000005166834CF230634002F04FA912813CC0
1446779-506901;;1446779;506901;0;No error;4;0104000020E61000000200000001010000007F85CC95C1A86240E08618AF79BD3FC00101000000D72F7D5468A662409B9F2CC60AB03FC0
1435726-96139;;1435726;96139;0;No error;4;0104000020E6100000020000000101000000B5A9150169B462405C78B9E3A8E241C001010000000760032204BC624000378B170BDD41C0
1436231-1976707;;1436231;1976707;0;No error;4;0104000020E6100000020000000101000000B8263850FBB4624019B3806495C541C00101000000720F536C96B36240F5882C2D7EC041C0
1437860-821321;;1437860;821321;0;No error;4;0104000020E61000000200000001010000008B6D52D118B0624085285FD0422D40C001010000005502188513B162404E20915B382D40C0
1520695-171088;351;1520695;171088;100;Error;4;0104000020E6100000020000000101000000841FE6DCB73063409BBD7D67C5A13CC00101000000F705F4C21D3063406EADE584BFA13CC0
1455966-1288812;;1455966;1288812;0;No error;4;0104000020E6100000020000000101000000135A208BFE426240F637B23C592241C00101000000B7BEA321BE42624065F1ACEEA22141C0
1456321-354280;258;1456321;354280;70;Near error;4;0104000020E61000000200000001010000007FF21C3636CD6140A7E1009FC42C40C00101000000AF46D15E18C36140C4279D48305A40C0
1456782-565508;;1456782;565508;0;No error;4;0104000020E6100000020000000101000000B47405DB482F6340EF7618EEB7553CC0010100000046651E54FD2E634002BDCBA035583CC0
1457241-1969417;295;1457241;1969417;70;Near error;4;0104000020E61000000200000001010000002A2389B9BF2D624090B1248ADACD41C0010100000049038937BC2C6240D29C06561FD541C0
1470312-1470329;346;1470312;1470329;70;Near error;4;0104000020E610000002000000010100000079C5F8D54137624085364AA82AAC41C001010000001A0346F2303762400D6FD6E07DAD41C0
1454269-1629326;;1454269;1629326;0;No error;4;0104000020E61000000200000001010000005FE16E5A7AD362405F7AFB73D1F340C00101000000D781188D21C7624088B608313C0F41C0
1438534-85590;;1438534;85590;0;No error;4;0104000020E61000000200000001010000009533CAE961DF62409E9218A99CA940C00101000000B6CA02DCA2DF6240CE548847E2B040C0
1439809-1723855;;1439809;1723855;0;No error;4;0104000020E6100000020000000101000000426557B5BF986240204CE548C28940C00101000000B3655474BF986240ECFF779F3E9040C0
1440251-1062473;311;1440251;1062473;70;Near error;4;0104000020E6100000020000000101000000A8D370804FA0624036BDD584FE1041C0010100000024134B25D7A462405DCDF055E10A41C0
1441128-375222;;1441128;375222;0;No error;4;0104000020E61000000200000001010000005766005E155362405719D709790D41C001010000000CBBDEECC5596240D99D49F6630F41C0
1442030-503705;;1442030;503705;0;No error;4;0104000020E61000000200000001010000003B2D89FDAFA76240B21A01CB00C63FC00101000000A195C50EF4A56240800BB265F9C43FC0
1444530-1739494;;1444530;1739494;0;No error;4;0104000020E61000000200000001010000003A7FC97CF69762406CC54840968940C00101000000DC39837512986240E7841ACFB19040C0
1445407-936656;;1445407;936656;0;No error;4;0104000020E6100000020000000101000000FA30D692E94162406B7242322E2841C0010100000043D59E4866416240569A94826E2841C0
1445508-360840;;1445508;360840;0;No error;4;0104000020E61000000200000001010000007B5BFAE131536240279DED76620A41C001010000005615754198596240864DAE731D1341C0
1446569-1261835;;1446569;1261835;0;No error;4;0104000020E6100000020000000101000000FB6074D4EC536240C922A875767D41C00101000000520DFB3D3151624009EBB58FCB7B41C0
1447140-1337456;;1447140;1337456;0;No error;4;0104000020E6100000020000000101000000EF54C03DCF31634070F893E7B05F3CC001010000008B000231A431634058F1FC58775C3CC0
1448020-1439719;;1448020;1439719;0;No error;4;0104000020E610000002000000010100000081D14087943C62406D58AE12877C41C00101000000816A72E7383C62406DE525FF937A41C0
1451690-1954592;;1451690;1954592;0;No error;4;0104000020E610000002000000010100000038DA71C32F4562402D0F2D0D57C741C001010000002536C41DD443624035FE8EF2DDCD41C0
1453383-861967;;1453383;861967;0;No error;4;0104000020E61000000200000001010000003D073B6AF12F634047EA984E46543CC00101000000F767507EDC2F6340CAD46E055E593CC0
1459905-1425020;;1459905;1425020;0;No error;4;0104000020E6100000020000000101000000FF7FF7E953416240B6D6BC4FFA2941C00101000000D0910145D141624048B945AA392A41C0
1460171-1302343;;1460171;1302343;0;No error;4;0104000020E61000000200000001010000004A93F716BBED624099F0F0434A7F40C0010100000080EF366F5CEF624004B97A04ED7B40C0
1463424-1455966;;1463424;1455966;0;No error;4;0104000020E610000002000000010100000083578110BF4262401553E9279C2141C00101000000135A208BFE426240F637B23C592241C0
1465436-96139;;1465436;96139;0;No error;4;0104000020E610000002000000010100000005583F9142B46240865A2E7656E641C001010000000760032204BC624000378B170BDD41C0
1467097-646782;;1467097;646782;0;No error;4;0104000020E61000000200000001010000006A1C4531D4F86240905264085B4B40C00101000000D0FBB5AB06F9624027DBC01DA84A40C0
1467372-370980;;1467372;370980;0;No error;4;0104000020E6100000020000000101000000EA1AD24D073163401BA43BE356323CC00101000000E1B20A9B013163403470F6BD3C313CC0
1467768-1010902;251;1467768;1010902;70;Near error;4;0104000020E6100000020000000101000000BD8A8C0EC8226340776110FD7F153DC00101000000CC8580327C2263405AC3FB60CF0D3DC0
1468595-1635396;;1468595;1635396;0;No error;4;0104000020E61000000200000001010000000D7E2C8ED4BB6140D185A28A2CFD40C0010100000097EBC8ECC7BC6140512E8D5F78FD40C0
1471305-1383939;;1471305;1383939;0;No error;4;0104000020E61000000200000001010000008F5B2789C02C6340434F6FEB13BD3CC0010100000069290FC1E72C63400539831A19C13CC0
1471818-20955;;1471818;20955;0;No error;4;0104000020E6100000020000000101000000808A993351EA6240A8DF85ADD99D40C001010000006D324F53B0E962409D7F6033659E40C0
1472120-1010902;251;1472120;1010902;70;Near error;4;0104000020E6100000020000000101000000283B472E09246340C7551B52FB153DC00101000000CC8580327C2263405AC3FB60CF0D3DC0
1472426-1184443;;1472426;1184443;0;No error;4;0104000020E6100000020000000101000000520A5F0432EB6240CB8C6D08449140C00101000000A27BD635DAE86240695721E5279540C0
1473611-1477652;;1473611;1477652;0;No error;4;0104000020E61000000200000001010000003BBD9C23FC0F62406F29E78BBDD041C001010000004E621058F90E62403DA5396865C341C0
1474405-1752307;;1474405;1752307;0;No error;4;0104000020E610000002000000010100000000AD54AB8A5E6240297403AA24CD3FC0010100000028C1D144CE5962405EDCA1BCEAAA3FC0
1474489-891383;;1474489;891383;0;No error;4;0104000020E61000000200000001010000003AFD45751FEC62408FA850DD5C8340C001010000001312C4D471EA6240230CA8DCE97640C0
1474859-54344;;1474859;54344;0;No error;4;0104000020E6100000020000000101000000E7A095C5CEEA62408822EEFB819F40C00101000000E94A5F6372EA6240056A317898A040C0
1475098-60694;;1475098;60694;0;No error;4;0104000020E61000000200000001010000001BBE857523A462401406651A4DBA41C0010100000054E98255D0A36240072D7F19E7B941C0
1475569-1852571;;1475569;1852571;0;No error;4;0104000020E6100000020000000101000000217E593563126240622937F691CE41C001010000002B285657CF14624066FA809B20D641C0
1476228-1483300;347;1476228;1483300;70;Near error;4;0104000020E6100000020000000101000000ED702A0894EB614067C4BB1237DD40C0010100000097CA36CB80E86140FD7ED6A13FFC40C0
1477652-1492384;348;1477652;1492384;70;Near error;4;0104000020E61000000200000001010000004E621058F90E62403DA5396865C341C00101000000F0879FFF1E106240047BA75DA7D041C0
1486302-1515607;;1486302;1515607;0;No error;4;0104000020E6100000020000000101000000436BEAE1B01D634019F6C5EFB7B93DC00101000000E2F95635921D6340BB80971936B83DC0
1479354-1289576;349;1479354;1289576;70;Near error;4;0104000020E61000000200000001010000003846578EF5EB624059FB3BDBA3A040C00101000000A0FB7266BBEB6240F5279600A1A240C0
1480468-147833;;1480468;147833;0;No error;4;0104000020E6100000020000000101000000371EC76A4ED762404084B872F6B540C001010000001A1A4F0471D76240326DA411D8AF40C0
1481970-608258;;1481970;608258;0;No error;4;0104000020E61000000200000001010000002B73A9004E316340BA055CA1593B3CC001010000008904F8133A316340358529255F3A3CC0
1482427-969777;;1482427;969777;0;No error;4;0104000020E61000000200000001010000001EC022BF7E716240582C8F7FB02B41C00101000000101258EFE67362405A958E835C2D41C0
1482671-1399947;;1482671;1399947;0;No error;4;0104000020E6100000020000000101000000408FAC572CEA62401FD6C0FB4F9940C00101000000DC9035D9F5E862401958C7F1439940C0
1483300-1497531;347;1483300;1497531;100;Error;4;0104000020E610000002000000010100000097CA36CB80E86140FD7ED6A13FFC40C00101000000C37C1E4883EF6140D171DAF8B8F540C0
1484234-148517;;1484234;148517;0;No error;4;0104000020E6100000020000000101000000224A20CA3CAA6240E0E46D5B4A6F42C00101000000211FF46C16B462407F74A03D4D8142C0
1484942-672135;;1484942;672135;0;No error;4;0104000020E61000000200000001010000006A2D71898829634040A8E6CD3CE43CC0010100000029D3C32B242963403811FDDAFAE33CC0
1492384-1477652;348;1492384;1477652;70;Near error;4;0104000020E6100000020000000101000000F0879FFF1E106240047BA75DA7D041C001010000004E621058F90E62403DA5396865C341C0
1485038-148517;;1485038;148517;0;No error;4;0104000020E61000000200000001010000002C79E1734CA96240DF8ECB13637142C00101000000211FF46C16B462407F74A03D4D8142C0
1486082-528329;;1486082;528329;0;No error;4;0104000020E6100000020000000101000000D67C4BEF11F16240D29A30ABC18F40C0010100000078E283E81AF26240EF1D3526C49140C0
1487034-1184443;;1487034;1184443;0;No error;4;0104000020E610000002000000010100000044C6FE0D35EA6240401AA9520E9740C00101000000A27BD635DAE86240695721E5279540C0
1487075-1500989;;1487075;1500989;0;No error;4;0104000020E6100000020000000101000000BD1704FB94296340F3EE2312E0D13CC00101000000E4ECE75E71296340A6A3D23E0CD13CC0
1487728-1541113;;1487728;1541113;0;No error;4;0104000020E610000002000000010100000095B5F237065F624056E185634C5B40C001010000007594DE92B75962406859F78F856740C0
1487926-1966505;;1487926;1966505;0;No error;4;0104000020E6100000020000000101000000FEFD18290AC0624028A490BF0F9E3DC0010100000068A55A5500BD62403A5D71CC0D953DC0
1488227-2053967;;1488227;2053967;0;No error;4;0104000020E6100000020000000101000000774D486B4CEB624097D75B1487A040C00101000000F8DEDFA0FDEA6240B92C70C339A240C0
1489066-1966505;;1489066;1966505;0;No error;4;0104000020E61000000200000001010000001E32E54350BF62404B677110BE953DC0010100000068A55A5500BD62403A5D71CC0D953DC0
1493505-1184443;;1493505;1184443;0;No error;4;0104000020E610000002000000010100000051F4C0C720EB6240F3469C04259240C00101000000A27BD635DAE86240695721E5279540C0
1495306-148517;;1495306;148517;0;No error;4;0104000020E6100000020000000101000000E0BC38F115B26240C318479B996D42C00101000000211FF46C16B462407F74A03D4D8142C0
1495837-1289576;;1495837;1289576;0;No error;4;0104000020E6100000020000000101000000B54071B6EFEB6240830A58BCA2A040C00101000000A0FB7266BBEB6240F5279600A1A240C0
1496427-45549;;1496427;45549;0;No error;4;0104000020E61000000200000001010000005DA0490750EA624017BE1990189D40C00101000000B1863023A1E96240D74B5304389D40C0
1497033-687402;283;1497033;687402;70;Near error;4;0104000020E6100000020000000101000000DDA458245CEC6240851ACFB1CD8040C0010100000038A4AC3A86EC6240D80BAAB2947640C0
1500239-1346957;391;1500239;1346957;100;Error;4;0104000020E6100000020000000101000000355C89E53BE161403F34982B28F940C00101000000D5D40D6F31DB6140803D70DFB4F640C0
1502002-1631167;;1502002;1631167;0;No error;4;0104000020E61000000200000001010000004E017A2B9CEB6140AA4F28FA32D340C00101000000DF3DF6690BF261406EE580B806C940C0
1504060-668199;;1504060;668199;0;No error;4;0104000020E610000002000000010100000079FFC46D59316340903B5BF6DA3A3CC001010000004442A55B40316340B0181AF44A3A3CC0
1504983-1616849;364;1504983;1616849;70;Near error;4;0104000020E610000002000000010100000018C7ED3C96A1624076BB03E1AFAC41C001010000008EDD4FD7A4A16240723788D68AAC41C0
1505033-372176;;1505033;372176;0;No error;4;0104000020E6100000020000000101000000B2ECEEA640F662401EEE34E37E0640C00101000000CAF55BE0D7F062402ADFD8582E1440C0
1505083-1492384;348;1505083;1492384;100;Error;4;0104000020E61000000200000001010000005849754BBC0E624020BAFB77D8C241C00101000000F0879FFF1E106240047BA75DA7D041C0
1505119-1539927;;1505119;1539927;0;No error;4;0104000020E610000002000000010100000083EEDCC5855F6240CA4A38995D5F40C00101000000B23E2F26075A624000304388D06840C0
1505479-1535437;;1505479;1535437;0;No error;4;0104000020E610000002000000010100000047C66AF37F5C62406B50EA81458840C001010000009DFA9BABC15E624016FA60191B7B40C0
1506549-1592407;;1506549;1592407;0;No error;4;0104000020E6100000020000000101000000597446EFEF6062404AE6FD24E36F41C001010000006823D74DA96262400E709C6F9F7041C0
1506773-115179;;1506773;115179;0;No error;4;0104000020E6100000020000000101000000A861AEFB7DAE6240DD932CCCE71D42C00101000000D9CF622952BF624086A92D75901242C0
1507357-1459905;;1507357;1459905;0;No error;4;0104000020E610000002000000010100000039961C1CD1416240B77C24253D2A41C00101000000FF7FF7E953416240B6D6BC4FFA2941C0
1513888-715662;350;1513888;715662;70;Near error;4;0104000020E61000000200000001010000008A6BC6B355986240D7AB23A2F3D740C00101000000190F0066C89962403760A120C2D240C0
1508097-134420;;1508097;134420;0;No error;4;0104000020E61000000200000001010000002EDC03BE6CB062405DBB59283E2842C00101000000B1F5B12766BF624038503B57EF1242C0
1508940-1911869;;1508940;1911869;0;No error;4;0104000020E6100000020000000101000000172D40DBAA2D624005F1CBAA19013FC00101000000AAB46A7C0B3462403A86110C31C43EC0
1509665-1524377;;1509665;1524377;0;No error;4;0104000020E6100000020000000101000000E8397D9858646240935C59FD6C2340C001010000002CAB9FEDC7656240D4DF0154271B40C0
0-444628;;0;444628;0;No error;3;0104000020E6100000020000000101000000CD53C2B840956240847A9F4F89B23FC0010100000022B2FE85149D6240BA217CDE436E3FC0
487735-315680;;487735;315680;0;No error;5;0104000020E61000000200000001010000000FAB894F4BDA6240EDAEFDAE19DE40C00101000000954FEA264CDA6240E12E562F1ADE40C0
898979-882172;;898979;882172;0;No error;5;0104000020E61000000200000001010000000DF32F93B2D9624012AFA18AD12C41C001010000007BE5304EB2D96240F25B74B2D42C41C0
1011275-292333;;1011275;292333;0;No error;5;0104000020E61000000200000001010000000692C19B3F0F634099E3CBFA83E73FC001010000000FE72B92400F63405BA5057987E73FC0
1054461-1177405;;1054461;1177405;0;No error;5;0104000020E61000000200000001010000006EC493DD8CB8624010BEE60B105F41C0010100000062026D618CB86240D1144BDB095F41C0
1261295-1261934;;1261295;1261934;0;No error;5;0104000020E6100000020000000101000000CF1E1E782BE66240D7FB8D76DCBB40C00101000000DA0BBBDE2CE6624097EA5D17D9BB40C0
1294964-1965809;;1294964;1965809;0;No error;5;0104000020E610000002000000010100000006BCCCB091D96240BC2D477EB3FD40C0010100000094426A2493D96240BF06E9CEB8FD40C0
1339050-1382537;;1339050;1382537;0;No error;5;0104000020E6100000020000000101000000F5A512F989EB6240C5200B2CDBB940C0010100000080666BD88AEB6240079ACFB9DBB940C0
1636855-1631017;;1636855;1631017;0;No error;5;0104000020E6100000020000000101000000101FD8F1DFD6624047BE5CD5A32341C00101000000BAF8DB9EE0D66240B2E4E088A42341C0
1965809-1294964;;1965809;1294964;0;No error;5;0104000020E610000002000000010100000094426A2493D96240BF06E9CEB8FD40C0010100000006BCCCB091D96240BC2D477EB3FD40C0
1729688-2088491;;1729688;2088491;0;No error;5;0104000020E61000000200000001010000002D4D00B41CD8624035F33F54750241C00101000000D377C8DE1CD8624001481229720241C0
1808530-1820200;;1808530;1820200;0;No error;5;0104000020E610000002000000010100000078E860A2A6DA62400F4B5EF81CFA40C00101000000694018D3A7DA6240899C195822FA40C0
2035686-2216934;;2035686;2216934;0;No error;5;0104000020E6100000020000000101000000F254D16967D96240FCE07CEA580841C001010000000ADCBA9B67D96240406CE9D1540841C0
2064205-2080397;;2064205;2080397;0;No error;5;0104000020E6100000020000000101000000C41C4EAAC7A76240E87D2DF9E9B641C0010100000065A4839AC6A762401D63DD2EEAB641C0
2211904-775609;;2211904;775609;0;No error;5;0104000020E6100000020000000101000000B1016C9BBDDA624082621A3C02E840C001010000009344E515BEDA6240D87B968C08E840C0
0-231806;;0;231806;0;No error;4;0104000020E6100000020000000101000000288A462D43B56240C65B9D52147C40C00101000000D0DB8E5FEEB362403E01B969D87340C0
1727208-1704218;887;1727208;1704218;100;Error;5;0104000020E610000002000000010100000063F9A9E0A6E862407F99396E42F040C00101000000E52DB2F8A8E86240D1240C5E4FF040C0
41239-2232350;;41239;2232350;0;No error;5;0104000020E610000002000000010100000049861C5B0FE462404C6CE3F49AD440C00101000000B04280C20FE46240637A67599CD440C0
0-1860755;;0;1860755;0;No error;4;0104000020E6100000020000000101000000D32A9F8A40FB6140C05AB56B422740C00101000000C1CAA145F6F461402EB6FFB7484540C0
288873-1241827;;288873;1241827;0;No error;5;0104000020E610000002000000010100000041B0F4EB98F66240BA13ECBFCE7240C001010000009AF8591B99F6624039414063CB7240C0
468144-441561;;468144;441561;0;No error;5;0104000020E6100000020000000101000000BC77D49890B662406EE3AA0DA96141C00101000000B0253F3D91B66240F0A72105AA6141C0
690200-694502;;690200;694502;0;No error;5;0104000020E61000000200000001010000002E97E8876CEB624093EE9D87C9BA40C00101000000E469F9816BEB62404C42D8DFC8BA40C0
1261934-1261295;;1261934;1261295;0;No error;5;0104000020E6100000020000000101000000DA0BBBDE2CE6624097EA5D17D9BB40C00101000000CF1E1E782BE66240D7FB8D76DCBB40C0
1391907-1362062;;1391907;1362062;0;No error;5;0104000020E6100000020000000101000000C76BB98E0CE76240114537B176DE40C0010100000009BDA36B0BE76240A64CC52176DE40C0
44217-1805673;;44217;1805673;0;No error;5;0104000020E6100000020000000101000000A462ADEB61DC624034CC1A063DE040C001010000007BE69B2361DC624080B9162D40E040C0
206849-952062;;206849;952062;0;No error;5;0104000020E610000002000000010100000095AB69283F0F6340EA060ABC93E73FC00101000000A2B8E34D3E0F6340FE0DDAAB8FE73FC0
1148056-772078;;1148056;772078;0;No error;5;0104000020E6100000020000000101000000C1B22D5E87106340028D8818651740C00101000000706072A388106340FC3FE2B2651740C0
2490-57740;;2490;57740;0;No error;5;0104000020E61000000200000001010000006DDB41361AE56240338F577B33CE40C001010000007695A42119E56240BF5C305D2DCE40C0
6871-68507;;6871;68507;0;No error;5;0104000020E6100000020000000101000000F3B3ECA419E56240212E4A1AEDCD40C00101000000B4E32B261BE56240B0EB72A5F9CD40C0
12805-1177758;;12805;1177758;0;No error;5;0104000020E6100000020000000101000000869D184886A6624013EC6415DBAE41C00101000000AABE4E4585A662402C96C73FD8AE41C0
13559-42535;;13559;42535;0;No error;5;0104000020E61000000200000001010000001DC4735B07E462401DB8B9E7AFD440C0010100000041B4FBFA06E4624089A2F611AED440C0
21213-77183;;21213;77183;0;No error;5;0104000020E610000002000000010100000064F9049A19E56240FBAC32535ACE40C00101000000537AA69718E56240D22D85515ACE40C0
21354-588023;;21354;588023;0;No error;5;0104000020E6100000020000000101000000CC176A03260F634008BAAC78D9E73FC00101000000C69F4DB3250F63404D3D1C6ED1E73FC0
24960-578373;;24960;578373;0;No error;5;0104000020E6100000020000000101000000DB8C2ECA470F6340203FC0FFFBE63FC00101000000FCCD7AE7460F63409A17714BF5E63FC0
26582-1596185;;26582;1596185;0;No error;5;0104000020E61000000200000001010000001976734CF1DB62400BB8E7F9D3E340C00101000000824F1839F0DB6240F9C2BF63D3E340C0
33483-1378859;;33483;1378859;0;No error;5;0104000020E61000000200000001010000001CAA735615E76240348A4050C9DD40C00101000000CBE48A4116E762406FEAA80FC9DD40C0
42535-13559;;42535;13559;0;No error;5;0104000020E610000002000000010100000041B4FBFA06E4624089A2F611AED440C001010000001DC4735B07E462401DB8B9E7AFD440C0
48831-50318;;48831;50318;0;No error;5;0104000020E610000002000000010100000047D73B9281E262402A1A6B7F670441C00101000000C9E369F981E262400E8FB39F7B0441C0
50318-48831;;50318;48831;0;No error;5;0104000020E6100000020000000101000000C9E369F981E262400E8FB39F7B0441C0010100000047D73B9281E262402A1A6B7F670441C0
52942-1295727;;52942;1295727;0;No error;5;0104000020E610000002000000010100000033045B8051E66240F35BCF6B47BB40C00101000000F801A32655E662408B75053642BB40C0
57740-2490;;57740;2490;0;No error;5;0104000020E61000000200000001010000007695A42119E56240BF5C305D2DCE40C001010000006DDB41361AE56240338F577B33CE40C0
55140-858346;;55140;858346;0;No error;5;0104000020E61000000200000001010000007FE4315ECEE16240BCCD1B2785F040C00101000000E36BCF2CC9E1624087FA5DD89AF040C0
68507-6871;;68507;6871;0;No error;5;0104000020E6100000020000000101000000B4E32B261BE56240B0EB72A5F9CD40C00101000000F3B3ECA419E56240212E4A1AEDCD40C0
67021-1345772;;67021;1345772;0;No error;5;0104000020E6100000020000000101000000CD7FFE31E3D86240BBC3DCA4580041C001010000009DC717A3E4D8624047C8409E5D0041C0
77183-21213;;77183;21213;0;No error;5;0104000020E6100000020000000101000000537AA69718E56240D22D85515ACE40C0010100000064F9049A19E56240FBAC32535ACE40C0
77727-213040;;77727;213040;0;No error;5;0104000020E6100000020000000101000000A2B19BBE03DB6240E70F17CAD3E240C00101000000D2C842CF01DB6240DF20109EBFE240C0
84749-1668189;;84749;1668189;0;No error;5;0104000020E6100000020000000101000000532E43D2DDDB6240716770A5E8E540C00101000000FC0BF3D4D9DB62403FE257ACE1E540C0
88982-962132;;88982;962132;0;No error;5;0104000020E61000000200000001010000001279DC01E8DB6240855D143DF03841C00101000000FE028B0DE7DB6240EAD21ADE073941C0
92122-1375620;;92122;1375620;0;No error;5;0104000020E610000002000000010100000083C87D06AFDF624040B26FDD83EC40C00101000000E7012CF2ABDF62403E86D8AA6EEC40C0
99729-2235534;;99729;2235534;0;No error;5;0104000020E61000000200000001010000003CEF6BC9CFDB6240577D0970D54341C00101000000DD56C4FAD0DB62403317B83CD64341C0
127158-144589;;127158;144589;0;No error;5;0104000020E6100000020000000101000000306A526533DF624074733B4558E340C00101000000E810DD5835DF624006A3EDF373E340C0
